0.10;50.000000;2.00;7
0.10;40.000000;2.00;3
0.10;30.000000;2.00;3
0.10;20.000000;2.00;2
0.10;10.000000;2.00;2
0.10;9.000000;2.00;2
0.10;8.000000;2.00;2
0.10;7.000000;2.00;2
0.10;6.000000;2.00;2
0.10;5.000000;2.00;2
0.10;4.000000;2.00;2
0.10;3.000000;2.00;1
0.10;2.000000;2.00;1
0.10;1.000000;2.00;1
0.010;50.000000;2.000;4
0.010;40.000000;2.000;3
0.010;30.000000;2.000;3
0.010;20.000000;2.000;3
0.010;10.000000;2.000;2
0.010;9.000000;2.000;2
0.010;8.000000;2.000;2
0.010;7.000000;2.000;2
0.010;6.000000;2.000;2
0.010;5.000000;2.000;2
0.010;4.000000;2.000;2
0.010;3.000000;2.000;2
0.010;2.000000;2.000;2
0.010;1.000000;2.000;2
0.0010;50.000000;2.0000;4
0.0010;40.000000;2.0000;4
0.0010;30.000000;2.0000;3
0.0010;20.000000;2.0000;3
0.0010;10.000000;2.0000;3
0.0010;9.000000;2.0000;2
0.0010;8.000000;2.0000;2
0.0010;7.000000;2.0000;2
0.0010;6.000000;2.0000;2
0.0010;5.000000;2.0000;2
0.0010;4.000000;2.0000;2
0.0010;3.000000;2.0000;2
0.0010;2.000000;2.0000;2
0.0010;1.000000;2.0000;2
0.00010;50.000000;2.00000;4
0.00010;40.000000;2.00000;4
0.00010;30.000000;2.00000;3
0.00010;20.000000;2.00000;3
0.00010;10.000000;2.00000;3
0.00010;9.000000;2.00000;3
0.00010;8.000000;2.00000;3
0.00010;7.000000;2.00000;2
0.00010;6.000000;2.00000;2
0.00010;5.000000;2.00000;2
0.00010;4.000000;2.00000;2
0.00010;3.000000;2.00000;2
0.00010;2.000000;2.00000;2
0.00010;1.000000;2.00000;2
0.000010;50.000000;2.000000;4
0.000010;40.000000;2.000000;4
0.000010;30.000000;2.000000;3
0.000010;20.000000;2.000000;3
0.000010;10.000000;2.000000;3
0.000010;9.000000;2.000000;3
0.000010;8.000000;2.000000;3
0.000010;7.000000;2.000000;2
0.000010;6.000000;2.000000;2
0.000010;5.000000;2.000000;2
0.000010;4.000000;2.000000;2
0.000010;3.000000;2.000000;2
0.000010;2.000000;2.000000;2
0.000010;1.000000;2.000000;2
0.0000010;50.000000;2.0000000;4
0.0000010;40.000000;2.0000000;4
0.0000010;30.000000;2.0000000;3
0.0000010;20.000000;2.0000000;3
0.0000010;10.000000;2.0000000;3
0.0000010;9.000000;2.0000000;3
0.0000010;8.000000;2.0000000;3
0.0000010;7.000000;2.0000000;2
0.0000010;6.000000;2.0000000;2
0.0000010;5.000000;2.0000000;2
0.0000010;4.000000;2.0000000;2
0.0000010;3.000000;2.0000000;2
0.0000010;2.000000;1.9999999;2
0.0000010;1.000000;2.0000000;2
