0.000100;0.785398;0.739181;13
0.000100;0.785398;0.739088;4
0.000100;0.392699;0.739181;12
0.000100;0.392699;0.739088;3
0.000100;0.196350;0.739181;11
0.000100;0.196350;0.739088;3
0.000100;0.098175;0.739181;10
0.000100;0.098175;0.739088;3
0.000100;0.049087;0.739181;9
0.000100;0.049087;0.739088;2
0.000100;0.024544;0.739181;8
0.000100;0.024544;0.739088;2
0.000100;0.012272;0.739181;7
0.000100;0.012272;0.739088;2
0.000100;0.006136;0.739181;6
0.000100;0.006136;0.739088;2
0.000100;0.003068;0.739181;5
0.000100;0.003068;0.739088;2
0.000100;0.001534;0.739181;4
0.000100;0.001534;0.739088;2
0.000100;0.000767;0.739181;3
0.000100;0.000767;0.739088;1
0.000100;0.000383;0.739181;2
0.000100;0.000383;0.739088;1
0.000100;0.000192;0.739181;1
0.000100;0.000192;0.739088;1
0.000100;0.000096;0.739085;0
0.000100;0.000096;0.739088;1
